action,filepath,source,class,reason
removed_blank,RGIIIT/NewFake_W/GAN/0018_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0019_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0019_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0020_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0020_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0021_brain_brain.gz_slice0.png,GAN,Fake,mean=0.01<5.0; black%=100.0>95.0; std=1.37<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0021_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0022_brain_brain.gz_slice0.png,GAN,Fake,mean=0.34<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0022_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0023_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0023_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0024_brain_brain.gz_slice0.png,GAN,Fake,mean=0.04<5.0; black%=100.0>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0024_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0025_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0025_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0026_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0026_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0027_brain_brain.gz_slice0.png,GAN,Fake,mean=0.02<5.0; black%=100.0>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0027_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0028_brain_brain.gz_slice0.png,GAN,Fake,mean=0.38<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0028_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0029_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0029_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0030_brain_brain.gz_slice0.png,GAN,Fake,mean=0.74<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0030_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0031_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0031_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0032_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0032_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0033_brain_brain.gz_slice0.png,GAN,Fake,mean=0.39<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0033_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0034_brain_brain.gz_slice0.png,GAN,Fake,mean=0.43<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0034_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0035_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0035_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0036_brain_brain.gz_slice0.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0036_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/GAN/0037_brain_brain.gz_slice0.png,GAN,Fake,mean=0.26<5.0; black%=99.9>95.0
removed_blank,RGIIIT/NewFake_W/GAN/0037_brain_brain.gz_slice162.png,GAN,Fake,mean=0.00<5.0; black%=100.0>95.0; std=0.00<2.0
removed_blank,RGIIIT/NewFake_W/LDM/0_sample_20250529_012535_slice111.jpg,LDM,Fake,mean=4.39<5.0
removed_blank,RGIIIT/NewFake_W/LDM/0_sample_20250529_020352_slice111.jpg,LDM,Fake,mean=4.69<5.0
removed_blank,RGIIIT/NewFake_W/LDM/0_sample_20250529_022443_slice111.jpg,LDM,Fake,mean=4.83<5.0
removed_blank,RGIIIT/NewFake_W/LDM/0_sample_20250529_023558_slice111.jpg,LDM,Fake,mean=4.91<5.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_0_T1_slice0.png,MLS_CERMEP,Fake,mean=0.16<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_0_T1_slice225.png,MLS_CERMEP,Fake,mean=0.35<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_10_T1_slice0.png,MLS_CERMEP,Fake,mean=0.95<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_10_T1_slice225.png,MLS_CERMEP,Fake,mean=0.59<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_11_T1_slice0.png,MLS_CERMEP,Fake,mean=0.35<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_11_T1_slice225.png,MLS_CERMEP,Fake,mean=0.49<5.0; black%=99.1>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_12_T1_slice0.png,MLS_CERMEP,Fake,mean=1.29<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_12_T1_slice225.png,MLS_CERMEP,Fake,mean=0.39<5.0; black%=98.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_13_T1_slice0.png,MLS_CERMEP,Fake,mean=0.58<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_13_T1_slice225.png,MLS_CERMEP,Fake,mean=0.35<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_14_T1_slice0.png,MLS_CERMEP,Fake,mean=0.44<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_14_T1_slice225.png,MLS_CERMEP,Fake,mean=0.39<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_15_T1_slice0.png,MLS_CERMEP,Fake,mean=0.19<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_15_T1_slice225.png,MLS_CERMEP,Fake,mean=0.31<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_16_T1_slice0.png,MLS_CERMEP,Fake,mean=1.00<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_16_T1_slice225.png,MLS_CERMEP,Fake,mean=0.32<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_17_T1_slice0.png,MLS_CERMEP,Fake,mean=0.78<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_17_T1_slice225.png,MLS_CERMEP,Fake,mean=0.38<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_1_T1_slice0.png,MLS_CERMEP,Fake,mean=0.19<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_1_T1_slice225.png,MLS_CERMEP,Fake,mean=0.61<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_2_T1_slice0.png,MLS_CERMEP,Fake,mean=0.55<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_2_T1_slice225.png,MLS_CERMEP,Fake,mean=0.23<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_3_T1_slice0.png,MLS_CERMEP,Fake,mean=0.85<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_3_T1_slice225.png,MLS_CERMEP,Fake,mean=0.10<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_4_T1_slice0.png,MLS_CERMEP,Fake,mean=0.60<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_4_T1_slice225.png,MLS_CERMEP,Fake,mean=0.39<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_5_T1_slice0.png,MLS_CERMEP,Fake,mean=0.80<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_5_T1_slice225.png,MLS_CERMEP,Fake,mean=0.85<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_6_T1_slice0.png,MLS_CERMEP,Fake,mean=0.32<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_6_T1_slice225.png,MLS_CERMEP,Fake,mean=1.02<5.0; black%=97.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_7_T1_slice0.png,MLS_CERMEP,Fake,mean=0.68<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_7_T1_slice225.png,MLS_CERMEP,Fake,mean=0.14<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_8_T1_slice0.png,MLS_CERMEP,Fake,mean=0.97<5.0; black%=98.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_8_T1_slice225.png,MLS_CERMEP,Fake,mean=0.18<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_9_T1_slice0.png,MLS_CERMEP,Fake,mean=0.46<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_CERMEP/Training_9_T1_slice225.png,MLS_CERMEP,Fake,mean=0.21<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_0_T1_slice0.png,MLS_TCGA,Fake,mean=3.09<5.0; black%=96.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_0_T1_slice225.png,MLS_TCGA,Fake,mean=2.11<5.0; black%=97.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_10_T1_slice0.png,MLS_TCGA,Fake,black%=95.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_10_T1_slice225.png,MLS_TCGA,Fake,mean=1.11<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_11_T1_slice0.png,MLS_TCGA,Fake,mean=2.80<5.0; black%=97.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_11_T1_slice225.png,MLS_TCGA,Fake,mean=0.41<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_12_T1_slice225.png,MLS_TCGA,Fake,mean=0.41<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_13_T1_slice0.png,MLS_TCGA,Fake,mean=0.36<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_13_T1_slice225.png,MLS_TCGA,Fake,mean=1.28<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_14_T1_slice0.png,MLS_TCGA,Fake,mean=0.57<5.0; black%=99.1>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_14_T1_slice225.png,MLS_TCGA,Fake,mean=0.02<5.0; black%=100.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_15_T1_slice225.png,MLS_TCGA,Fake,mean=0.33<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_16_T1_slice0.png,MLS_TCGA,Fake,mean=1.26<5.0; black%=97.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_16_T1_slice225.png,MLS_TCGA,Fake,mean=0.33<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_17_T1_slice0.png,MLS_TCGA,Fake,mean=0.43<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_17_T1_slice225.png,MLS_TCGA,Fake,mean=0.36<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_18_T1_slice0.png,MLS_TCGA,Fake,mean=1.08<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_18_T1_slice225.png,MLS_TCGA,Fake,mean=0.09<5.0; black%=99.8>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_19_T1_slice0.png,MLS_TCGA,Fake,mean=1.47<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_19_T1_slice225.png,MLS_TCGA,Fake,mean=1.05<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_1_T1_slice0.png,MLS_TCGA,Fake,mean=2.80<5.0; black%=96.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_1_T1_slice225.png,MLS_TCGA,Fake,mean=0.46<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_20_T1_slice225.png,MLS_TCGA,Fake,mean=0.16<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_21_T1_slice0.png,MLS_TCGA,Fake,mean=2.55<5.0; black%=96.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_21_T1_slice225.png,MLS_TCGA,Fake,mean=1.06<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_22_T1_slice225.png,MLS_TCGA,Fake,mean=0.30<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_23_T1_slice0.png,MLS_TCGA,Fake,mean=1.86<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_23_T1_slice225.png,MLS_TCGA,Fake,mean=2.95<5.0; black%=96.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_24_T1_slice0.png,MLS_TCGA,Fake,mean=0.85<5.0; black%=98.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_24_T1_slice225.png,MLS_TCGA,Fake,mean=0.33<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_25_T1_slice0.png,MLS_TCGA,Fake,mean=0.40<5.0; black%=99.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_25_T1_slice225.png,MLS_TCGA,Fake,mean=0.84<5.0; black%=98.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_26_T1_slice0.png,MLS_TCGA,Fake,mean=0.43<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_26_T1_slice225.png,MLS_TCGA,Fake,mean=0.38<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_27_T1_slice0.png,MLS_TCGA,Fake,mean=2.04<5.0; black%=97.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_27_T1_slice225.png,MLS_TCGA,Fake,mean=0.94<5.0; black%=97.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_28_T1_slice225.png,MLS_TCGA,Fake,mean=1.27<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_29_T1_slice225.png,MLS_TCGA,Fake,mean=0.70<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_2_T1_slice0.png,MLS_TCGA,Fake,mean=0.84<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_2_T1_slice225.png,MLS_TCGA,Fake,mean=1.45<5.0; black%=98.1>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_30_T1_slice0.png,MLS_TCGA,Fake,mean=0.21<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_30_T1_slice225.png,MLS_TCGA,Fake,mean=0.54<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_31_T1_slice0.png,MLS_TCGA,Fake,mean=0.42<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_31_T1_slice225.png,MLS_TCGA,Fake,mean=0.41<5.0; black%=99.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_32_T1_slice0.png,MLS_TCGA,Fake,mean=2.32<5.0; black%=97.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_32_T1_slice225.png,MLS_TCGA,Fake,mean=0.60<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_33_T1_slice0.png,MLS_TCGA,Fake,mean=0.62<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_33_T1_slice225.png,MLS_TCGA,Fake,mean=0.55<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_34_T1_slice0.png,MLS_TCGA,Fake,mean=0.39<5.0; black%=99.2>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_34_T1_slice225.png,MLS_TCGA,Fake,mean=0.30<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_35_T1_slice0.png,MLS_TCGA,Fake,mean=0.26<5.0; black%=99.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_35_T1_slice225.png,MLS_TCGA,Fake,mean=1.16<5.0; black%=98.0>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_36_T1_slice225.png,MLS_TCGA,Fake,mean=0.40<5.0; black%=99.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_37_T1_slice0.png,MLS_TCGA,Fake,mean=0.27<5.0; black%=99.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_37_T1_slice225.png,MLS_TCGA,Fake,mean=1.56<5.0; black%=98.1>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_38_T1_slice225.png,MLS_TCGA,Fake,mean=1.49<5.0; black%=98.4>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_39_T1_slice225.png,MLS_TCGA,Fake,mean=0.86<5.0; black%=98.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_3_T1_slice225.png,MLS_TCGA,Fake,mean=1.16<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_40_T1_slice0.png,MLS_TCGA,Fake,mean=3.38<5.0; black%=95.6>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_40_T1_slice225.png,MLS_TCGA,Fake,mean=0.24<5.0; black%=99.7>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_41_T1_slice225.png,MLS_TCGA,Fake,mean=0.38<5.0; black%=98.5>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_42_T1_slice225.png,MLS_TCGA,Fake,mean=1.63<5.0; black%=98.3>95.0
removed_blank,RGIIIT/NewFake_W/MLS_TCGA/Training_43_T1_slice0.png,MLS_TCGA,Fake,mean=0.87<5.0; black%=98.1>95.0
